"","X","MIC","MAS","MEV","MCN","MIC.R2","GMIC","TIC","variable"
"55",55,0.00446502041852542,0,0.00446502041852542,2,0.00110053648188877,0.00446502041852542,4.11674882588037,"Lag1.Brand18"
"56",56,0.0491365738573289,0,0.0491365738573289,2,-0.0282824451254613,0.049136573857329,45.303921096458,"Lag1.Brand19"
"57",57,0.000200670129992126,0,0.000200670129992126,2,-8.60617443559382e-05,0.000200670129992125,0.185017859852738,"Lag1.Brand21"
"58",58,0.204107158716238,0,0.204107158716238,2,-0.0329964877689645,0.204107158716236,188.186800336369,"Lag1.Brand22"
"59",59,0.0176375871790785,0,0.0176375871790785,2,-0.00779596739696203,0.0176375871790786,16.2618553791107,"Lag1.Brand23"
"60",60,0.0126066145924077,0,0.0126066145924077,2,0.00293549969995366,0.012606614592408,11.6232986541998,"Lag1.Brand24"
"61",61,0.0505768729325374,0,0.0505768729325374,2,-0.0181440398039475,0.0505768729325379,46.6318768438001,"Lag1.Brand27"
"62",62,0.00331738254484207,0,0.00331738254484207,2,-0.00198411333547767,0.00331738254484203,3.05862670634437,"Lag1.Brand28"
"63",63,0.0105447221216092,0,0.0105447221216092,2,0.00249202860952393,0.0105447221216092,9.72223379612371,"Lag1.Brand30"
"64",64,0.0838150028306765,0,0.0838150028306765,2,-0.0776642161837832,0.0838150028306779,77.277432609883,"Lag1.Brand31"
"65",65,0.116041269637815,0,0.116041269637815,2,-0.103276035033799,0.116041269637816,106.990050606068,"Lag1.Brand32"
"66",66,0.00174765907593617,0,0.00174765907593617,2,-0.000925045832558966,0.00174765907593615,1.61134166801317,"Lag1.Brand33"
"67",67,0.000780211215417689,0,0.000780211215417689,2,-0.000247804399713521,0.000780211215417687,0.719354740615124,"Lag1.Brand34"
"68",68,0.088014481987347,0,0.088014481987347,2,-0.102869153786401,0.0880144819873471,81.1493523923321,"Lag1.Brand36"
"69",69,0.0598385985648377,0,0.0598385985648377,2,-0.0121773157470155,0.0598385985648385,55.1711878767804,"Lag1.Brand38"
"70",70,0.296636798967229,0,0.296636798967229,2,-0.236250443370619,0.296636798967225,273.499128647786,"Lag1.Brand39"
"71",71,0.0207500932041789,0,0.0207500932041789,2,0.00454348532105613,0.0207500932041788,19.1315859342526,"Lag1.Brand40"
"72",72,0.00574757098260636,0,0.00574757098260636,2,-0.00395724940096696,0.00574757098260633,5.29926044596315,"Lag1.Brand42"
"73",73,0.0131920104763641,0,0.0131920104763641,2,-0.00477369816244948,0.0131920104763639,12.1630336592078,"Lag1.Brand43"
"74",74,0.0109620628108944,0,0.0109620628108944,2,-0.00714150905957772,0.0109620628108944,10.1070219116448,"Lag1.Brand44"
"75",75,0.138520977140648,0,0.138520977140648,2,-0.083020887875444,0.138520977140647,127.716340923676,"Lag1.Brand45"
"76",76,0.0528428518326271,0,0.0528428518326271,2,-0.0616025962752556,0.0528428518326271,48.7211093896826,"Lag1.Brand46"
"77",77,0.017304035746234,0,0.017304035746234,2,0.00389120885988595,0.0173040357462336,15.9543209580276,"Lag1.Brand47"
"78",78,0.0298830332389309,0,0.0298830332389309,2,-0.0271559115693606,0.0298830332389304,27.5521566462946,"Lag2.Brand0"
"79",79,0.00931434781749447,0,0.00931434781749447,2,-0.0033403477995065,0.00931434781749448,8.58782868772995,"Lag2.Brand1"
"80",80,0.0161305056178238,0,0.0161305056178238,2,0.00365960811037262,0.0161305056178237,14.8723261796334,"Lag2.Brand2"
"81",81,0.00965499856957219,0,0.00965499856957219,2,0.00229619036533227,0.00965499856957229,8.90190868114565,"Lag2.Brand3"
"82",82,0.000108253844309072,0,0.000108253844309072,2,-3.86732971323498e-05,0.000108253844309074,0.099810044452963,"Lag2.Brand5"
"83",83,0.000495945770474645,0,0.000495945770474645,2,-0.000226070443066529,0.000495945770474647,0.457262000377617,"Lag2.Brand6"
"84",84,0.0299366239085915,0,0.0299366239085915,2,0.00607634216367537,0.029936623908591,27.6015672437208,"Lag2.Brand7"
"85",85,0.0176505806326522,0,0.0176505806326522,2,-0.00517462546782902,0.017650580632652,16.2738353433055,"Lag2.Brand8"
"86",86,0.0974863364968281,0,0.0974863364968281,2,-0.0630790622389639,0.0974863364968278,89.8824022500759,"Lag2.Brand9"
"87",87,0.00262530726270526,0,0.00262530726270526,2,-0.00127342528359225,0.00262530726270529,2.4205332962142,"Lag2.Brand10"
"88",88,0.00863680669832252,0,0.00863680669832252,2,0.00206877844927311,0.00863680669832234,7.96313577585331,"Lag2.Brand11"
"89",89,0.0184150203869634,0,0.0184150203869634,2,0.00410604302624853,0.0184150203869631,16.9786487967806,"Lag2.Brand13"
"90",90,0.00639785087840762,0,0.00639785087840762,2,0.00155639586319436,0.0063978508784076,5.89881850989176,"Lag2.Brand15"
"91",91,0.0369661215284645,0,0.0369661215284645,2,-0.0197137505672551,0.0369661215284638,34.0827640492447,"Lag2.Brand17"
"92",92,0.0237540329159026,0,0.0237540329159026,2,-0.0130758317111309,0.023754032915903,21.9012183484625,"Lag2.Brand19"
"93",93,0.0220227512169353,0,0.0220227512169353,2,0.00477381243388342,0.0220227512169354,20.3049766220142,"Lag2.Brand21"
"94",94,0.202963465532787,0,0.202963465532787,2,-0.032258970506541,0.202963465532789,187.132315221227,"Lag2.Brand22"
"95",95,0.019518268818677,0,0.019518268818677,2,-0.00877181435404385,0.0195182688186768,17.9958438508202,"Lag2.Brand23"
"96",96,0.0129448682457635,0,0.0129448682457635,2,0.00300686186978749,0.0129448682457636,11.9351685225941,"Lag2.Brand24"
"97",97,0.0947200503011669,0,0.0947200503011669,2,-0.0252807127105092,0.094720050301166,87.3318863776758,"Lag2.Brand27"
"98",98,0.0122689463134555,0,0.0122689463134555,2,0.00286386967088618,0.0122689463134556,11.3119685010059,"Lag2.Brand28"
"99",99,0.0076678303450897,0,0.0076678303450897,2,0.00184910242648099,0.0076678303450898,7.06973957817285,"Lag2.Brand30"
"100",100,0.0826344574721769,0,0.0826344574721769,2,-0.0767811582972415,0.082634457472176,76.188969789347,"Lag2.Brand31"
"101",101,0.127820796573841,0,0.127820796573841,2,-0.120038757549777,0.127820796573843,117.850774441083,"Lag2.Brand32"
"102",102,0.0134872967587929,0,0.0134872967587929,2,0.00312047901146872,0.0134872967587926,12.4352876116072,"Lag2.Brand33"
"103",103,0.0276356123256712,0,0.0276356123256712,2,0.00572084833280692,0.027635612325671,25.4800345642688,"Lag2.Brand34"
"104",104,0.0963917125484994,0,0.0963917125484994,2,-0.112226459937895,0.0963917125484976,88.8731589697163,"Lag2.Brand36"
"105",105,0.022502983314859,0,0.022502983314859,2,-0.00675626763634137,0.0225029833148587,20.7477506162996,"Lag2.Brand38"
"106",106,0.305253950162623,0,0.305253950162623,2,-0.240640352138213,0.305253950162617,281.444142049945,"Lag2.Brand39"
"107",107,0.0177199139501767,0,0.0177199139501767,2,0.00397213306271458,0.0177199139501766,16.3377606620631,"Lag2.Brand40"
"108",108,0.0120890952175901,0,0.0120890952175901,2,0.00282555817542626,0.0120890952175898,11.1461457906179,"Lag2.Brand42"
"109",109,0.0350037481180431,0,0.0350037481180431,2,-0.0112734059623892,0.0350037481180432,32.2734557648361,"Lag2.Brand43"
"110",110,0.0183796258945947,0,0.0183796258945947,2,-0.013754385650241,0.0183796258945946,16.9460150748161,"Lag2.Brand44"
"111",111,0.150940828048977,0,0.150940828048977,2,-0.0944016092962217,0.150940828048978,139.167443461156,"Lag2.Brand45"
"112",112,0.0502427521755663,0,0.0502427521755663,2,-0.058291581948192,0.0502427521755668,46.3238175058717,"Lag2.Brand46"
"113",113,0.0146677574568512,0,0.0146677574568512,2,0.00336423782733343,0.0146677574568515,13.5236723752165,"Lag2.Brand47"
"114",114,0.0270630371126686,0,0.0270630371126686,2,-0.024429341252879,0.0270630371126682,24.9521202178804,"Lag3.Brand0"
"115",115,0.00949630492866153,0,0.00949630492866153,2,-0.00341767638235776,0.00949630492866156,8.7555931442259,"Lag3.Brand1"
"116",116,0.0140766343646515,0,0.0140766343646515,2,0.00324277448152815,0.0140766343646514,12.9786568842085,"Lag3.Brand2"
"117",117,0.0094332001194758,0,0.0094332001194758,2,0.00224695129115842,0.00943320011947562,8.69741051015684,"Lag3.Brand3"
"118",118,3.60246971119145e-05,0,3.60246971119145e-05,2,-1.45383992363948e-05,3.60246971119153e-05,0.0332147707371856,"Lag3.Brand5"
"119",119,0.00116138280422873,0,0.00116138280422873,2,-0.000584645058406033,0.00116138280422874,1.07079494549889,"Lag3.Brand6"
"120",120,0.0297151354458493,0,0.0297151354458493,2,0.00604295879975316,0.0297151354458487,27.3973548810726,"Lag3.Brand7"
"121",121,0.0198236795809706,0,0.0198236795809706,2,-0.00580479883447764,0.0198236795809706,18.2774325736546,"Lag3.Brand8"
"122",122,0.0583405516131044,0,0.0583405516131044,2,-0.0356282329876271,0.0583405516131037,53.7899885872828,"Lag3.Brand9"
"123",123,0.00390085463005691,0,0.00390085463005691,2,-0.00200910196939059,0.00390085463005688,3.59658796891242,"Lag3.Brand10"
"124",124,0.00941103413422905,0,0.00941103413422905,2,0.00224202128815275,0.00941103413422915,8.6769734717591,"Lag3.Brand11"
"125",125,0.0140539345872863,0,0.0140539345872863,2,0.00323808612534482,0.0140539345872861,12.957727689478,"Lag3.Brand13"
"126",126,0.00587475017145749,0,0.00587475017145749,2,0.00143425585736992,0.00587475017145747,5.41651965808383,"Lag3.Brand15"
"127",127,0.0386535577264352,0,0.0386535577264352,2,-0.0203293202207011,0.0386535577264349,35.6385802237727,"Lag3.Brand17"
"128",128,0.0061396629907904,0,0.0061396629907904,2,-0.00300674475165601,0.00613966299079039,5.66076927750874,"Lag3.Brand19"
"129",129,0.0222356704205963,0,0.0222356704205963,2,0.00481178724777551,0.0222356704205961,20.5012881277895,"Lag3.Brand21"
"130",130,0.203564563212691,0,0.203564563212691,2,-0.032645737872518,0.203564563212692,187.686527282103,"Lag3.Brand22"
"131",131,0.00433512185343098,0,0.00433512185343098,2,-0.00184926038997794,0.004335121853431,3.9969823488634,"Lag3.Brand23"
"132",132,0.0111475871456164,0,0.0111475871456164,2,0.00262319468195719,0.0111475871456163,10.2780753482585,"Lag3.Brand24"
"133",133,0.0439156101941899,0,0.0439156101941899,2,-0.0146454638455744,0.04391561019419,40.4901925990435,"Lag3.Brand27"
"134",134,0.0130577498985558,0,0.0130577498985558,2,0.00303058937742603,0.013057749898556,12.0392454064683,"Lag3.Brand28"
"135",135,0.00500601966308736,0,0.00500601966308736,2,0.0012293898956806,0.0050060196630874,4.61555012936655,"Lag3.Brand30"
"136",136,0.144485846049971,0,0.144485846049971,2,-0.145235325875425,0.144485846049973,133.215950058076,"Lag3.Brand31"
"137",137,0.0689546853051241,0,0.0689546853051241,2,-0.0585116307744272,0.0689546853051241,63.5762198513234,"Lag3.Brand32"
"138",138,0.0121790000434493,0,0.0121790000434493,2,0.0028447233543845,0.0121790000434495,11.2290380400603,"Lag3.Brand33"
"139",139,0.0249049576538748,0,0.0249049576538748,2,0.0052741892650445,0.024904957653875,22.9623709568725,"Lag3.Brand34"
"140",140,0.0899402897737425,0,0.0899402897737425,2,-0.105027451110523,0.0899402897737417,82.9249471713896,"Lag3.Brand36"
"141",141,0.00534122543327272,0,0.00534122543327272,2,-0.00189427850106358,0.00534122543327284,4.92460984947736,"Lag3.Brand38"
"142",142,0.198530925090033,0,0.198530925090033,2,-0.154183353232986,0.198530925090031,183.04551293301,"Lag3.Brand39"
"143",143,0.0146905287645296,0,0.0146905287645296,2,0.00336889272519606,0.0146905287645297,13.5446675208961,"Lag3.Brand40"
"144",144,0.0103887273562306,0,0.0103887273562306,2,0.00245788700788133,0.0103887273562306,9.57840662244455,"Lag3.Brand42"
"145",145,0.0361950045476516,0,0.0361950045476516,2,-0.0112134216424337,0.0361950045476522,33.3717941929343,"Lag3.Brand43"
"146",146,0.00132552352410679,0,0.00132552352410679,2,-0.000676316318216034,0.00132552352410678,1.22213268922644,"Lag3.Brand44"
"147",147,0.162937570889256,0,0.162937570889256,2,-0.108849171820256,0.162937570889254,150.228440359894,"Lag3.Brand45"
"148",148,0.0553567709977185,0,0.0553567709977185,2,-0.066115871603307,0.0553567709977181,51.0389428598967,"Lag3.Brand46"
"149",149,0.0111923179981301,0,0.0111923179981301,2,0.0026328774414478,0.0111923179981302,10.3193171942761,"Lag3.Brand47"
"150",150,0.00907884615448821,0,0.00907884615448821,2,0.00216793884071193,0.00907884615448805,8.37069615443822,"X.art.and.entertainment.comics.and.animation"
"151",151,0.0314353454022841,0,0.0314353454022841,2,-0.0233005456790817,0.0314353454022845,28.9833884609055,"X.art.and.entertainment.comics.and.animation.anime.and.manga"
"152",152,0.0268415146700771,0,0.0268415146700771,2,-0.0236529789438112,0.026841514670077,24.7478765258113,"X.art.and.entertainment.comics.and.animation.comics"
"153",153,0.0117747541479812,0,0.0117747541479812,2,0.00275833206625345,0.0117747541479812,10.8563233244386,"X.art.and.entertainment.dance"
"154",154,0.0152835175263952,0,0.0152835175263952,2,0.00348948009184578,0.0152835175263955,14.0914031593364,"X.art.and.entertainment.dance.pole.dancing"
"155",155,0.00598361391151407,0,0.00598361391151407,2,0.00145975028187526,0.00598361391151415,5.51689202641602,"X.art.and.entertainment.movies"
"156",156,0.0103741417190583,0,0.0103741417190583,2,-0.00553187879427126,0.0103741417190582,9.56495866497181,"X.art.and.entertainment.movies.and.tv.action"
"157",157,0.00260593552341314,0,0.00260593552341314,2,-0.000722011112279488,0.00260593552341317,2.40267255258689,"X.art.and.entertainment.movies.and.tv.children.s"
"158",158,0.0264105884852316,0,0.0264105884852316,2,-0.018215087092872,0.0264105884852317,24.3505625833834,"X.art.and.entertainment.movies.and.tv.movies"
"159",159,0.0166116964261414,0,0.0166116964261414,2,-0.00990432567227873,0.0166116964261414,15.315984104902,"X.art.and.entertainment.movies.and.tv.movies.reviews"
"160",160,0.00583122167438083,0,0.00583122167438083,2,0.00142405095895658,0.00583122167438083,5.37638638377909,"X.art.and.entertainment.movies.and.tv.talk.shows"
"161",161,0.0140764977412185,0,0.0140764977412185,2,-0.00803898339497287,0.0140764977412186,12.9785309174033,"X.art.and.entertainment.movies.and.tv.television"
"162",162,0.00628875586979905,0,0.00628875586979905,2,0.0015309987359029,0.00628875586979898,5.79823291195485,"X.art.and.entertainment.radio"
"163",163,0.0593382797966489,0,0.0593382797966489,2,-0.0583310812801339,0.0593382797966493,54.7098939725099,"X.art.and.entertainment.shows.and.events.circus"
"164",164,0.0046143015754539,0,0.0046143015754539,2,-0.00145487468935512,0.00461430157545383,4.25438605256854,"X.art.and.entertainment.shows.and.events.classical.concert"
"165",165,0.00604896131832805,0,0.00604896131832805,2,0.00147503469504076,0.0060489613183281,5.57714233549837,"X.art.and.entertainment.shows.and.events.exhibition"
"166",166,0.041923057983373,0,0.041923057983373,2,-0.0137813148005076,0.0419230579833723,38.6530594606698,"X.art.and.entertainment.shows.and.events.sports.event"
"167",167,0.014349237886067,0,0.014349237886067,2,0.00329893856155183,0.0143492378860671,13.2299973309538,"X.automotive.and.vehicles"
"168",168,0.0114922174794608,0,0.0114922174794608,2,-0.00635085696386432,0.0114922174794608,10.5958245160628,"X.automotive.and.vehicles.auto.parts"
"169",169,0.0264952064519268,0,0.0264952064519268,2,0.00553756889816767,0.0264952064519273,24.4285803486762,"X.automotive.and.vehicles.auto.repair"
"170",170,0.00969938852893763,0,0.00969938852893763,2,0.0023060248509795,0.00969938852893754,8.94283622368048,"X.automotive.and.vehicles.bicycles.and.accessories"
"171",171,0.0023050702743574,0,0.0023050702743574,2,-0.000751078734374582,0.00230507027435739,2.12527479295754,"X.automotive.and.vehicles.buying.and.selling.cars"
"172",172,0.00624513493772813,0,0.00624513493772813,2,0.00152083268605527,0.00624513493772814,5.75801441258535,"X.automotive.and.vehicles.cars"
"173",173,0.00133714143310993,0,0.00133714143310993,2,-0.000513732196833885,0.00133714143310992,1.23284440132737,"X.automotive.and.vehicles.cars.car.culture"
"174",174,0.0123963226772759,0,0.0123963226772759,2,-0.00815716583230887,0.012396322677276,11.4294095084484,"X.automotive.and.vehicles.cars.convertible"
"175",175,9.59677484362312e-05,0,9.59677484362312e-05,2,-3.85447358521576e-05,9.59677484362295e-05,0.0884822640582058,"X.automotive.and.vehicles.cars.coupe"
"176",176,0.000588446544818545,0,0.000588446544818545,2,-0.000274136784309512,0.000588446544818539,0.542547714322702,"X.automotive.and.vehicles.cars.crossover"
"177",177,0.0117409971274943,0,0.0117409971274943,2,-0.00760472149276799,0.0117409971274943,10.8251993515498,"X.automotive.and.vehicles.cars.hatchback"
"178",178,0.0195378077447215,0,0.0195378077447215,2,-0.00374669295352929,0.0195378077447219,18.0138587406329,"X.automotive.and.vehicles.cars.hybrid"
"179",179,0.00896824237748684,0,0.00896824237748684,2,0.00214318972251082,0.00896824237748694,8.26871947204305,"X.automotive.and.vehicles.cars.luxury"
"180",180,0.000154766735320305,0,0.000154766735320305,2,-5.9436643850189e-05,0.000154766735320305,0.142694929965321,"X.automotive.and.vehicles.cars.performance.vehicles"
"181",181,0.000583201643237342,0,0.000583201643237342,2,-0.000206720613951887,0.000583201643237333,0.537711915064821,"X.automotive.and.vehicles.cars.sedan"
"182",182,0.00230070633854041,0,0.00230070633854041,2,-0.001101455958848,0.00230070633854042,2.12125124413431,"X.automotive.and.vehicles.cars.vintage.cars"
"183",183,0.0227332027296157,0,0.0227332027296157,2,-0.0184261500652335,0.0227332027296154,20.9600129167053,"X.automotive.and.vehicles.cars.wagon"
"184",184,0.0053716539915745,0,0.0053716539915745,2,-0.00128445619908977,0.00537165399157445,4.95266498023174,"X.automotive.and.vehicles.electric.vehicles"
"185",185,0.000158025952827847,0,0.000158025952827847,2,-6.69419914992595e-05,0.000158025952827846,0.145699928507277,"X.automotive.and.vehicles.motor.shows"
"186",186,0.00949971318692571,0,0.00949971318692571,2,0.00226173465844282,0.00949971318692577,8.75873555834547,"X.automotive.and.vehicles.motorcycles"
"187",187,0.0234466220305569,0,0.0234466220305569,2,0.00502470479777937,0.0234466220305567,21.6177855121737,"X.automotive.and.vehicles.vehicle.brands"
"188",188,0.00633238655475482,0,0.00633238655475482,2,0.00154116067420196,0.00633238655475483,5.83846040348398,"X.automotive.and.vehicles.vehicle.brands.honda"
"189",189,0.000372706966811203,0,0.000372706966811203,2,-0.000165502662982159,0.000372706966811205,0.343635823399929,"X.automotive.and.vehicles.vehicle.brands.nissan"
"190",190,0.0166358688210401,0,0.0166358688210401,2,0.00375993075023443,0.0166358688210403,15.3382710529993,"X.automotive.and.vehicles.vehicle.brands.nissan.infiniti"
"191",191,0.0102673327078652,0,0.0102673327078652,2,-0.00476237286443595,0.0102673327078652,9.46648075665186,"X.business.and.industrial"
"192",192,0.0128094964093469,0,0.0128094964093469,2,0.0029783492773473,0.0128094964093471,11.8103556894178,"X.business.and.industrial.advertising.and.marketing"
"193",193,0.0226859311353363,0,0.0226859311353363,2,0.00489156328204206,0.0226859311353365,20.91642850678,"X.business.and.industrial.advertising.and.marketing.advertising"
"194",194,0.019625769678376,0,0.019625769678376,2,0.00433525062474426,0.019625769678376,18.0949596434627,"X.business.and.industrial.advertising.and.marketing.brand.management"
"195",195,0.016451948892242,0,0.016451948892242,2,0.00372352243213385,0.0164519488922419,15.1686968786468,"X.business.and.industrial.advertising.and.marketing.marketing"
"196",196,0.0158589042375911,0,0.0158589042375911,2,-0.00464590732358453,0.0158589042375911,14.6219097070591,"X.business.and.industrial.business.news"
"197",197,0.0127193006682056,0,0.0127193006682056,2,0.00295931695413072,0.0127193006682056,11.7271952160856,"X.business.and.industrial.business.operations"
"198",198,0.000367340644343876,0,0.000367340644343876,2,-0.000132217632072353,0.000367340644343874,0.338688074085048,"X.business.and.industrial.business.operations.business.plans"
"199",199,0.0093288788101127,0,0.0093288788101127,2,-0.00769012654342748,0.00932887881011253,8.6012262629239,"X.business.and.industrial.business.operations.human.resources.compensation.and.benefits"
"200",200,0.0172908688208913,0,0.0172908688208913,2,-0.0182384039921979,0.0172908688208914,15.942181052862,"X.business.and.industrial.business.operations.human.resources.payroll.services"
"201",201,0.00173037746974955,0,0.00173037746974955,2,-0.000747105709345316,0.00173037746974957,1.59540802710907,"X.business.and.industrial.business.operations.management.business.process"
"202",202,0.0247370528295778,0,0.0247370528295778,2,0.00524585178316174,0.0247370528295781,22.8075627088709,"X.business.and.industrial.business.software"
"203",203,0.012629146601837,0,0.012629146601837,2,0.0029402655342027,0.0126291466018371,11.6440731668936,"X.business.and.industrial.company"
"204",204,0.015832496035826,0,0.015832496035826,2,0.0036000328030706,0.0158324960358262,14.5975613450314,"X.business.and.industrial.company.earnings"
"205",205,0.00941103413422905,0,0.00941103413422905,2,0.00224202128815267,0.00941103413422915,8.6769734717591,"X.business.and.industrial.company.merger.and.acquisition"
"206",206,0.00382201275876965,0,0.00382201275876965,2,-0.00240992358598024,0.00382201275876969,3.52389576358558,"X.business.and.industrial.energy"
