"","variables","cases","total_successes","total_failures","hiper_count_overall","hiper_count_fail","hiper_count_success","mean_overall","mean_fail","mean_success","success_odds","fail_odds","odds_ratio","log10_odds_ratio"
"Lag3.smaller_share.low","Lag3.smaller_share.low",69,9,60,86,71,15,1.2463768115942,1.18333333333333,1.66666666666667,-2.5,-6.45454545454545,0.387323943661972,-0.411925654888813
"Lag3.smaller_share.medium","Lag3.smaller_share.medium",69,9,60,104,93,11,1.50724637681159,1.55,1.22222222222222,-5.5,-2.81818181818182,1.95161290322581,0.290393680818196
"Lag3.smaller_share.high","Lag3.smaller_share.high",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"Lag3.no.low","Lag3.no.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.no.medium","Lag3.no.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"Lag3.no.high","Lag3.no.high",69,9,60,86,69,17,1.2463768115942,1.15,1.88888888888889,-2.125,-7.66666666666667,0.277173913043478,-0.5572476469116
"Lag3.yes.low","Lag3.yes.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.yes.medium","Lag3.yes.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"Lag3.yes.high","Lag3.yes.high",69,9,60,86,69,17,1.2463768115942,1.15,1.88888888888889,-2.125,-7.66666666666667,0.277173913043478,-0.5572476469116
"Lag3.no_share.low","Lag3.no_share.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.no_share.medium","Lag3.no_share.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"Lag3.no_share.high","Lag3.no_share.high",69,9,60,86,69,17,1.2463768115942,1.15,1.88888888888889,-2.125,-7.66666666666667,0.277173913043478,-0.5572476469116
"Lag3.yes_share.low","Lag3.yes_share.low",69,9,60,86,71,15,1.2463768115942,1.18333333333333,1.66666666666667,-2.5,-6.45454545454545,0.387323943661972,-0.411925654888813
"Lag3.yes_share.medium","Lag3.yes_share.medium",69,9,60,104,93,11,1.50724637681159,1.55,1.22222222222222,-5.5,-2.81818181818182,1.95161290322581,0.290393680818196
"Lag3.yes_share.high","Lag3.yes_share.high",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"Lag3.price_per_unit.low","Lag3.price_per_unit.low",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"Lag3.price_per_unit.medium","Lag3.price_per_unit.medium",69,9,60,104,89,15,1.50724637681159,1.48333333333333,1.66666666666667,-2.5,-3.06896551724138,0.814606741573034,-0.0890520000739191
"Lag3.price_per_unit.high","Lag3.price_per_unit.high",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"Lag3.over_thirty_package_number.low","Lag3.over_thirty_package_number.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.over_thirty_package_number.medium","Lag3.over_thirty_package_number.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"Lag3.over_thirty_package_number.high","Lag3.over_thirty_package_number.high",69,9,60,86,69,17,1.2463768115942,1.15,1.88888888888889,-2.125,-7.66666666666667,0.277173913043478,-0.5572476469116
"Lag3.ten_thirty_package_number.low","Lag3.ten_thirty_package_number.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.ten_thirty_package_number.medium","Lag3.ten_thirty_package_number.medium",69,9,60,104,93,11,1.50724637681159,1.55,1.22222222222222,-5.5,-2.81818181818182,1.95161290322581,0.290393680818196
"Lag3.ten_thirty_package_number.high","Lag3.ten_thirty_package_number.high",69,9,60,86,70,16,1.2463768115942,1.16666666666667,1.77777777777778,-2.28571428571429,-7,0.326530612244898,-0.486076097372589
"Lag3.three_ten_package_number.low","Lag3.three_ten_package_number.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
"Lag3.three_ten_package_number.medium","Lag3.three_ten_package_number.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"Lag3.three_ten_package_number.high","Lag3.three_ten_package_number.high",69,9,60,86,69,17,1.2463768115942,1.15,1.88888888888889,-2.125,-7.66666666666667,0.277173913043478,-0.5572476469116
"Lag3.zero_three_package_number.low","Lag3.zero_three_package_number.low",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"Lag3.zero_three_package_number.medium","Lag3.zero_three_package_number.medium",69,9,60,104,93,11,1.50724637681159,1.55,1.22222222222222,-5.5,-2.81818181818182,1.95161290322581,0.290393680818196
"Lag3.zero_three_package_number.high","Lag3.zero_three_package_number.high",69,9,60,86,71,15,1.2463768115942,1.18333333333333,1.66666666666667,-2.5,-6.45454545454545,0.387323943661972,-0.411925654888813
"DiffLag1.cloth.low","DiffLag1.cloth.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffLag1.cloth.medium","DiffLag1.cloth.medium",69,9,60,106,95,11,1.53623188405797,1.58333333333333,1.22222222222222,-5.5,-2.71428571428571,2.02631578947368,0.306707128555672
"DiffLag1.cloth.high","DiffLag1.cloth.high",69,9,60,84,71,13,1.21739130434783,1.18333333333333,1.44444444444444,-3.25,-6.45454545454545,0.503521126760563,-0.297982302581976
"DiffLag1.gauze.low","DiffLag1.gauze.low",69,9,60,85,72,13,1.23188405797101,1.2,1.44444444444444,-3.25,-6,0.541666666666667,-0.266267889404769
"DiffLag1.gauze.medium","DiffLag1.gauze.medium",69,9,60,105,94,11,1.52173913043478,1.56666666666667,1.22222222222222,-5.5,-2.76470588235294,1.98936170212766,0.2987137529368
"DiffLag1.gauze.high","DiffLag1.gauze.high",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffLag1.heating.moisturizing.low","DiffLag1.heating.moisturizing.low",69,9,60,86,73,13,1.2463768115942,1.21666666666667,1.44444444444444,-3.25,-5.61538461538461,0.578767123287671,-0.237496146834745
"DiffLag1.heating.moisturizing.medium","DiffLag1.heating.moisturizing.medium",69,9,60,104,92,12,1.50724637681159,1.53333333333333,1.33333333333333,-4,-2.875,1.39130434782609,0.143422142302313
"DiffLag1.heating.moisturizing.high","DiffLag1.heating.moisturizing.high",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"DiffLag1.nonwoven.low","DiffLag1.nonwoven.low",69,9,60,86,71,15,1.2463768115942,1.18333333333333,1.66666666666667,-2.5,-6.45454545454545,0.387323943661972,-0.411925654888813
"DiffLag1.nonwoven.medium","DiffLag1.nonwoven.medium",69,9,60,104,95,9,1.50724637681159,1.58333333333333,1,0,-2.71428571428571,0,0
"DiffLag1.nonwoven.high","DiffLag1.nonwoven.high",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffLag1.urethane.low","DiffLag1.urethane.low",69,9,60,86,71,15,1.2463768115942,1.18333333333333,1.66666666666667,-2.5,-6.45454545454545,0.387323943661972,-0.411925654888813
"DiffLag1.urethane.medium","DiffLag1.urethane.medium",69,9,60,104,95,9,1.50724637681159,1.58333333333333,1,0,-2.71428571428571,0,0
"DiffLag1.urethane.high","DiffLag1.urethane.high",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffLag1.cloth_share.low","DiffLag1.cloth_share.low",69,9,60,86,77,9,1.2463768115942,1.28333333333333,1,0,-4.52941176470588,0,0
