"","variables","cases","total_successes","total_failures","hiper_count_overall","hiper_count_fail","hiper_count_success","mean_overall","mean_fail","mean_success","success_odds","fail_odds","odds_ratio","log10_odds_ratio"
"DiffRoll3.condiments.and.dressings.medium","DiffRoll3.condiments.and.dressings.medium",69,9,60,113,95,18,1.63768115942029,1.58333333333333,2,-2,-2.71428571428571,0.736842105263158,-0.132625565274591
"DiffRoll3.condiments.and.dressings.high","DiffRoll3.condiments.and.dressings.high",69,9,60,80,71,9,1.15942028985507,1.18333333333333,1,0,-6.45454545454545,0,0
"DiffRoll3.convertible.low","DiffRoll3.convertible.low",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"DiffRoll3.convertible.medium","DiffRoll3.convertible.medium",69,9,60,116,102,14,1.68115942028985,1.7,1.55555555555556,-2.8,-2.42857142857143,1.15294117647059,0.0618071499782022
"DiffRoll3.convertible.high","DiffRoll3.convertible.high",69,9,60,83,72,11,1.20289855072464,1.2,1.22222222222222,-5.5,-6,0.916666666666667,-0.0377885608893998
"DiffRoll3.coupe.low","DiffRoll3.coupe.low",69,9,60,84,73,11,1.21739130434783,1.21666666666667,1.22222222222222,-5.5,-5.61538461538461,0.979452054794521,-0.00901681831937527
"DiffRoll3.coupe.medium","DiffRoll3.coupe.medium",69,9,60,110,95,15,1.59420289855072,1.58333333333333,1.66666666666667,-2.5,-2.71428571428571,0.921052631578947,-0.0357155522665345
"DiffRoll3.coupe.high","DiffRoll3.coupe.high",69,9,60,82,72,10,1.18840579710145,1.2,1.11111111111111,-10,-6,1.66666666666667,0.221848749616356
"DiffRoll3.crossover.low","DiffRoll3.crossover.low",69,9,60,75,65,10,1.08695652173913,1.08333333333333,1.11111111111111,-10,-13,0.769230769230769,-0.113943352306837
"DiffRoll3.crossover.medium","DiffRoll3.crossover.medium",69,9,60,121,106,15,1.7536231884058,1.76666666666667,1.66666666666667,-2.5,-2.30434782608696,1.08490566037736,0.0353919750888415
"DiffRoll3.crossover.high","DiffRoll3.crossover.high",69,9,60,80,69,11,1.15942028985507,1.15,1.22222222222222,-5.5,-7.66666666666667,0.717391304347826,-0.144243891803687
"DiffRoll3.daycare.and.preschool.low","DiffRoll3.daycare.and.preschool.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.daycare.and.preschool.medium","DiffRoll3.daycare.and.preschool.medium",69,9,60,122,104,18,1.76811594202899,1.73333333333333,2,-2,-2.36363636363636,0.846153846153846,-0.0725506671486117
"DiffRoll3.daycare.and.preschool.high","DiffRoll3.daycare.and.preschool.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"DiffRoll3.divorce.low","DiffRoll3.divorce.low",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"DiffRoll3.divorce.medium","DiffRoll3.divorce.medium",69,9,60,113,98,15,1.63768115942029,1.63333333333333,1.66666666666667,-2.5,-2.57894736842105,0.969387755102041,-0.0135024704036471
"DiffRoll3.divorce.high","DiffRoll3.divorce.high",69,9,60,80,69,11,1.15942028985507,1.15,1.22222222222222,-5.5,-7.66666666666667,0.717391304347826,-0.144243891803687
"DiffRoll3.earnings.low","DiffRoll3.earnings.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.earnings.medium","DiffRoll3.earnings.medium",69,9,60,124,106,18,1.79710144927536,1.76666666666667,2,-2,-2.30434782608696,0.867924528301887,-0.061518037919215
"DiffRoll3.earnings.high","DiffRoll3.earnings.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.epidemic.low","DiffRoll3.epidemic.low",69,9,60,78,67,11,1.1304347826087,1.11666666666667,1.22222222222222,-5.5,-9.57142857142857,0.574626865671642,-0.240614073192326
"DiffRoll3.epidemic.medium","DiffRoll3.epidemic.medium",69,9,60,122,107,15,1.76811594202899,1.78333333333333,1.66666666666667,-2.5,-2.27659574468085,1.0981308411215,0.0406540889225455
"DiffRoll3.epidemic.high","DiffRoll3.epidemic.high",69,9,60,76,66,10,1.10144927536232,1.1,1.11111111111111,-10,-11,0.909090909090909,-0.0413926851582251
"DiffRoll3.fast.food.low","DiffRoll3.fast.food.low",69,9,60,82,68,14,1.18840579710145,1.13333333333333,1.55555555555556,-2.8,-8.5,0.329411764705882,-0.482260894372074
"DiffRoll3.fast.food.medium","DiffRoll3.fast.food.medium",69,9,60,112,102,10,1.6231884057971,1.7,1.11111111111111,-10,-2.42857142857143,4.11764705882353,0.614649118635983
"DiffRoll3.fast.food.high","DiffRoll3.fast.food.high",69,9,60,82,70,12,1.18840579710145,1.16666666666667,1.33333333333333,-4,-7,0.571428571428571,-0.243038048686294
"DiffRoll3.foreign.policy.low","DiffRoll3.foreign.policy.low",69,9,60,73,63,10,1.05797101449275,1.05,1.11111111111111,-10,-21,0.476190476190476,-0.322219294733919
"DiffRoll3.foreign.policy.medium","DiffRoll3.foreign.policy.medium",69,9,60,126,111,15,1.82608695652174,1.85,1.66666666666667,-2.5,-2.17647058823529,1.14864864864865,0.0601872059833166
"DiffRoll3.foreign.policy.high","DiffRoll3.foreign.policy.high",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"DiffRoll3.government.contracting.and.procurement.low","DiffRoll3.government.contracting.and.procurement.low",69,9,60,76,65,11,1.10144927536232,1.08333333333333,1.22222222222222,-5.5,-13,0.423076923076923,-0.373580662812593
"DiffRoll3.government.contracting.and.procurement.medium","DiffRoll3.government.contracting.and.procurement.medium",69,9,60,121,107,14,1.7536231884058,1.78333333333333,1.55555555555556,-2.8,-2.27659574468085,1.22990654205607,0.089872111592727
"DiffRoll3.government.contracting.and.procurement.high","DiffRoll3.government.contracting.and.procurement.high",69,9,60,79,68,11,1.14492753623188,1.13333333333333,1.22222222222222,-5.5,-8.5,0.647058823529412,-0.189056236220049
"DiffRoll3.grains.and.pasta.low","DiffRoll3.grains.and.pasta.low",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"DiffRoll3.grains.and.pasta.medium","DiffRoll3.grains.and.pasta.medium",69,9,60,108,96,12,1.56521739130435,1.6,1.33333333333333,-4,-2.66666666666667,1.5,0.176091259055681
"DiffRoll3.grains.and.pasta.high","DiffRoll3.grains.and.pasta.high",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"DiffRoll3.hatchback.low","DiffRoll3.hatchback.low",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"DiffRoll3.hatchback.medium","DiffRoll3.hatchback.medium",69,9,60,117,103,14,1.69565217391304,1.71666666666667,1.55555555555556,-2.8,-2.3953488372093,1.16893203883495,0.0677892622166336
"DiffRoll3.hatchback.high","DiffRoll3.hatchback.high",69,9,60,82,71,11,1.18840579710145,1.18333333333333,1.22222222222222,-5.5,-6.45454545454545,0.852112676056338,-0.0695029740666064
"DiffRoll3.heads.of.state.low","DiffRoll3.heads.of.state.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"DiffRoll3.heads.of.state.medium","DiffRoll3.heads.of.state.medium",69,9,60,129,111,18,1.8695652173913,1.85,2,-2,-2.17647058823529,0.918918918918919,-0.0367228070247399
"DiffRoll3.heads.of.state.high","DiffRoll3.heads.of.state.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.hybrid.low","DiffRoll3.hybrid.low",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"DiffRoll3.hybrid.medium","DiffRoll3.hybrid.medium",69,9,60,109,93,16,1.57971014492754,1.55,1.77777777777778,-2.28571428571429,-2.81818181818182,0.811059907834101,-0.0909470660343797
"DiffRoll3.hybrid.high","DiffRoll3.hybrid.high",69,9,60,81,71,10,1.17391304347826,1.18333333333333,1.11111111111111,-10,-6.45454545454545,1.54929577464789,0.19013433643915
"DiffRoll3.internet.cafes.low","DiffRoll3.internet.cafes.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"DiffRoll3.internet.cafes.medium","DiffRoll3.internet.cafes.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"DiffRoll3.internet.cafes.high","DiffRoll3.internet.cafes.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"DiffRoll3.japanese.cuisine.low","DiffRoll3.japanese.cuisine.low",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"DiffRoll3.japanese.cuisine.medium","DiffRoll3.japanese.cuisine.medium",69,9,60,104,90,14,1.50724637681159,1.5,1.55555555555556,-2.8,-3,0.933333333333333,-0.0299632233774433
"DiffRoll3.japanese.cuisine.high","DiffRoll3.japanese.cuisine.high",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"DiffRoll3.lobbying.low","DiffRoll3.lobbying.low",69,9,60,74,63,11,1.07246376811594,1.05,1.22222222222222,-5.5,-21,0.261904761904762,-0.581856605239675
"DiffRoll3.lobbying.medium","DiffRoll3.lobbying.medium",69,9,60,123,109,14,1.78260869565217,1.81666666666667,1.55555555555556,-2.8,-2.22448979591837,1.25871559633028,0.0999276134301092
"DiffRoll3.lobbying.high","DiffRoll3.lobbying.high",69,9,60,79,68,11,1.14492753623188,1.13333333333333,1.22222222222222,-5.5,-8.5,0.647058823529412,-0.189056236220049
"DiffRoll3.management.low","DiffRoll3.management.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffRoll3.management.medium","DiffRoll3.management.medium",69,9,60,108,95,13,1.56521739130435,1.58333333333333,1.44444444444444,-3.25,-2.71428571428571,1.19736842105263,0.0782278000403022
"DiffRoll3.management.high","DiffRoll3.management.high",69,9,60,82,71,11,1.18840579710145,1.18333333333333,1.22222222222222,-5.5,-6.45454545454545,0.852112676056338,-0.0695029740666064
"DiffRoll3.marketing.low","DiffRoll3.marketing.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.marketing.medium","DiffRoll3.marketing.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"DiffRoll3.marketing.high","DiffRoll3.marketing.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"DiffRoll3.marriage.low","DiffRoll3.marriage.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"DiffRoll3.marriage.medium","DiffRoll3.marriage.medium",69,9,60,126,110,16,1.82608695652174,1.83333333333333,1.77777777777778,-2.28571428571429,-2.2,1.03896103896104,0.0165992618194617
"DiffRoll3.marriage.high","DiffRoll3.marriage.high",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"DiffRoll3.meteorological.disaster.low","DiffRoll3.meteorological.disaster.low",69,9,60,76,65,11,1.10144927536232,1.08333333333333,1.22222222222222,-5.5,-13,0.423076923076923,-0.373580662812593
"DiffRoll3.meteorological.disaster.medium","DiffRoll3.meteorological.disaster.medium",69,9,60,119,106,13,1.72463768115942,1.76666666666667,1.44444444444444,-3.25,-2.30434782608696,1.41037735849057,0.149335327395678
"DiffRoll3.meteorological.disaster.high","DiffRoll3.meteorological.disaster.high",69,9,60,81,69,12,1.17391304347826,1.15,1.33333333333333,-4,-7.66666666666667,0.521739130434783,-0.282546589969968
"DiffRoll3.movies.low","DiffRoll3.movies.low",69,9,60,78,67,11,1.1304347826087,1.11666666666667,1.22222222222222,-5.5,-9.57142857142857,0.574626865671642,-0.240614073192326
"DiffRoll3.movies.medium","DiffRoll3.movies.medium",69,9,60,117,104,13,1.69565217391304,1.73333333333333,1.44444444444444,-3.25,-2.36363636363636,1.375,0.138302698166281
"DiffRoll3.movies.high","DiffRoll3.movies.high",69,9,60,81,69,12,1.17391304347826,1.15,1.33333333333333,-4,-7.66666666666667,0.521739130434783,-0.282546589969968
"DiffRoll3.nissan.low","DiffRoll3.nissan.low",69,9,60,76,66,10,1.10144927536232,1.1,1.11111111111111,-10,-11,0.909090909090909,-0.0413926851582251
"DiffRoll3.nissan.medium","DiffRoll3.nissan.medium",69,9,60,120,106,14,1.73913043478261,1.76666666666667,1.55555555555556,-2.8,-2.30434782608696,1.21509433962264,0.084609997759023
"DiffRoll3.nissan.high","DiffRoll3.nissan.high",69,9,60,80,68,12,1.15942028985507,1.13333333333333,1.33333333333333,-4,-8.5,0.470588235294118,-0.32735893438633
"DiffRoll3.nuclear.power.low","DiffRoll3.nuclear.power.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"DiffRoll3.nuclear.power.medium","DiffRoll3.nuclear.power.medium",69,9,60,131,115,16,1.89855072463768,1.91666666666667,1.77777777777778,-2.28571428571429,-2.09090909090909,1.09316770186335,0.0386867917823001
"DiffRoll3.nuclear.power.high","DiffRoll3.nuclear.power.high",69,9,60,73,62,11,1.05797101449275,1.03333333333333,1.22222222222222,-5.5,-31,0.17741935483871,-0.750999004340029
"DiffRoll3.pants.low","DiffRoll3.pants.low",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"DiffRoll3.pants.medium","DiffRoll3.pants.medium",69,9,60,118,106,12,1.71014492753623,1.76666666666667,1.33333333333333,-4,-2.30434782608696,1.73584905660377,0.239511957744766
"DiffRoll3.pants.high","DiffRoll3.pants.high",69,9,60,81,68,13,1.17391304347826,1.13333333333333,1.44444444444444,-3.25,-8.5,0.382352941176471,-0.417535564735418
"DiffRoll3.party.supplies.low","DiffRoll3.party.supplies.low",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"DiffRoll3.party.supplies.medium","DiffRoll3.party.supplies.medium",69,9,60,122,104,18,1.76811594202899,1.73333333333333,2,-2,-2.36363636363636,0.846153846153846,-0.0725506671486117
"DiffRoll3.party.supplies.high","DiffRoll3.party.supplies.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.performance.vehicles.low","DiffRoll3.performance.vehicles.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffRoll3.performance.vehicles.medium","DiffRoll3.performance.vehicles.medium",69,9,60,113,98,15,1.63768115942029,1.63333333333333,1.66666666666667,-2.5,-2.57894736842105,0.969387755102041,-0.0135024704036471
"DiffRoll3.performance.vehicles.high","DiffRoll3.performance.vehicles.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"DiffRoll3.personal.offense.low","DiffRoll3.personal.offense.low",69,9,60,79,69,10,1.14492753623188,1.15,1.11111111111111,-10,-7.66666666666667,1.30434782608696,0.11539341870207
"DiffRoll3.personal.offense.medium","DiffRoll3.personal.offense.medium",69,9,60,111,95,16,1.60869565217391,1.58333333333333,1.77777777777778,-2.28571428571429,-2.71428571428571,0.842105263157895,-0.0746336182969042
"DiffRoll3.personal.offense.high","DiffRoll3.personal.offense.high",69,9,60,86,76,10,1.2463768115942,1.26666666666667,1.11111111111111,-10,-4.75,2.10526315789474,0.323306390375133
"DiffRoll3.pole.dancing.low","DiffRoll3.pole.dancing.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.pole.dancing.medium","DiffRoll3.pole.dancing.medium",69,9,60,124,106,18,1.79710144927536,1.76666666666667,2,-2,-2.30434782608696,0.867924528301887,-0.061518037919215
"DiffRoll3.pole.dancing.high","DiffRoll3.pole.dancing.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.pornography.low","DiffRoll3.pornography.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.pornography.medium","DiffRoll3.pornography.medium",69,9,60,124,106,18,1.79710144927536,1.76666666666667,2,-2,-2.30434782608696,0.867924528301887,-0.061518037919215
"DiffRoll3.pornography.high","DiffRoll3.pornography.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"DiffRoll3.property.crime.low","DiffRoll3.property.crime.low",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"DiffRoll3.property.crime.medium","DiffRoll3.property.crime.medium",69,9,60,123,108,15,1.78260869565217,1.8,1.66666666666667,-2.5,-2.25,1.11111111111111,0.0457574905606751
"DiffRoll3.property.crime.high","DiffRoll3.property.crime.high",69,9,60,79,68,11,1.14492753623188,1.13333333333333,1.22222222222222,-5.5,-8.5,0.647058823529412,-0.189056236220049
"DiffRoll3.regional.cuisine.low","DiffRoll3.regional.cuisine.low",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"DiffRoll3.regional.cuisine.medium","DiffRoll3.regional.cuisine.medium",69,9,60,107,95,12,1.55072463768116,1.58333333333333,1.33333333333333,-4,-2.71428571428571,1.47368421052632,0.16840443038939
"DiffRoll3.regional.cuisine.high","DiffRoll3.regional.cuisine.high",69,9,60,85,73,12,1.23188405797101,1.21666666666667,1.33333333333333,-4,-5.61538461538461,0.712328767123288,-0.147319516485657
"DiffRoll3.retirement.low","DiffRoll3.retirement.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.retirement.medium","DiffRoll3.retirement.medium",69,9,60,124,106,18,1.79710144927536,1.76666666666667,2,-2,-2.30434782608696,0.867924528301887,-0.061518037919215
"DiffRoll3.retirement.high","DiffRoll3.retirement.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.salads.low","DiffRoll3.salads.low",69,9,60,77,67,10,1.11594202898551,1.11666666666667,1.11111111111111,-10,-9.57142857142857,1.04477611940299,0.0190232373134305
"DiffRoll3.salads.medium","DiffRoll3.salads.medium",69,9,60,119,103,16,1.72463768115942,1.71666666666667,1.77777777777778,-2.28571428571429,-2.3953488372093,0.954230235783634,-0.0203468264839177
"DiffRoll3.salads.high","DiffRoll3.salads.high",69,9,60,80,70,10,1.15942028985507,1.16666666666667,1.11111111111111,-10,-7,1.42857142857143,0.154901959985743
"DiffRoll3.school.supplies.low","DiffRoll3.school.supplies.low",69,9,60,74,62,12,1.07246376811594,1.03333333333333,1.33333333333333,-4,-31,0.129032258064516,-0.88930170250631
"DiffRoll3.school.supplies.medium","DiffRoll3.school.supplies.medium",69,9,60,125,114,11,1.81159420289855,1.9,1.22222222222222,-5.5,-2.11111111111111,2.60526315789474,0.41585159798074
"DiffRoll3.school.supplies.high","DiffRoll3.school.supplies.high",69,9,60,77,64,13,1.11594202898551,1.06666666666667,1.44444444444444,-3.25,-16,0.203125,-0.69223662167705
"DiffRoll3.sedan.low","DiffRoll3.sedan.low",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"DiffRoll3.sedan.medium","DiffRoll3.sedan.medium",69,9,60,107,92,15,1.55072463768116,1.53333333333333,1.66666666666667,-2.5,-2.875,0.869565217391304,-0.0606978403536117
"DiffRoll3.sedan.high","DiffRoll3.sedan.high",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"DiffRoll3.sexual.offense.low","DiffRoll3.sexual.offense.low",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"DiffRoll3.sexual.offense.medium","DiffRoll3.sexual.offense.medium",69,9,60,119,101,18,1.72463768115942,1.68333333333333,2,-2,-2.46341463414634,0.811881188118812,-0.0905075213989259
"DiffRoll3.sexual.offense.high","DiffRoll3.sexual.offense.high",69,9,60,81,72,9,1.17391304347826,1.2,1,0,-6,0,0
"DiffRoll3.social.network.low","DiffRoll3.social.network.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.social.network.medium","DiffRoll3.social.network.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"DiffRoll3.social.network.high","DiffRoll3.social.network.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.sports.event.low","DiffRoll3.sports.event.low",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"DiffRoll3.sports.event.medium","DiffRoll3.sports.event.medium",69,9,60,111,96,15,1.60869565217391,1.6,1.66666666666667,-2.5,-2.66666666666667,0.9375,-0.0280287236002435
"DiffRoll3.sports.event.high","DiffRoll3.sports.event.high",69,9,60,79,69,10,1.14492753623188,1.15,1.11111111111111,-10,-7.66666666666667,1.30434782608696,0.11539341870207
"DiffRoll3.television.low","DiffRoll3.television.low",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"DiffRoll3.television.medium","DiffRoll3.television.medium",69,9,60,113,100,13,1.63768115942029,1.66666666666667,1.44444444444444,-3.25,-2.5,1.3,0.113943352306837
"DiffRoll3.television.high","DiffRoll3.television.high",69,9,60,82,70,12,1.18840579710145,1.16666666666667,1.33333333333333,-4,-7,0.571428571428571,-0.243038048686294
"DiffRoll3.unemployment.low","DiffRoll3.unemployment.low",69,9,60,79,69,10,1.14492753623188,1.15,1.11111111111111,-10,-7.66666666666667,1.30434782608696,0.11539341870207
"DiffRoll3.unemployment.medium","DiffRoll3.unemployment.medium",69,9,60,118,102,16,1.71014492753623,1.7,1.77777777777778,-2.28571428571429,-2.42857142857143,0.941176470588235,-0.0263289387223492
"DiffRoll3.unemployment.high","DiffRoll3.unemployment.high",69,9,60,79,69,10,1.14492753623188,1.15,1.11111111111111,-10,-7.66666666666667,1.30434782608696,0.11539341870207
"DiffRoll3.vintage.cars.low","DiffRoll3.vintage.cars.low",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"DiffRoll3.vintage.cars.medium","DiffRoll3.vintage.cars.medium",69,9,60,109,96,13,1.57971014492754,1.6,1.44444444444444,-3.25,-2.66666666666667,1.21875,0.0859146287065932
"DiffRoll3.vintage.cars.high","DiffRoll3.vintage.cars.high",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffRoll3.wagon.low","DiffRoll3.wagon.low",69,9,60,75,64,11,1.08695652173913,1.06666666666667,1.22222222222222,-5.5,-16,0.34375,-0.463757293161681
"DiffRoll3.wagon.medium","DiffRoll3.wagon.medium",69,9,60,120,106,14,1.73913043478261,1.76666666666667,1.55555555555556,-2.8,-2.30434782608696,1.21509433962264,0.084609997759023
"DiffRoll3.wagon.high","DiffRoll3.wagon.high",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"DiffRoll3.weaponry.low","DiffRoll3.weaponry.low",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"DiffRoll3.weaponry.medium","DiffRoll3.weaponry.medium",69,9,60,123,106,17,1.78260869565217,1.76666666666667,1.88888888888889,-2.125,-2.30434782608696,0.922169811320755,-0.0351890991968658
"DiffRoll3.weaponry.high","DiffRoll3.weaponry.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"DiffRoll3.assault.low","DiffRoll3.assault.low",69,9,60,76,66,10,1.10144927536232,1.1,1.11111111111111,-10,-11,0.909090909090909,-0.0413926851582251
"DiffRoll3.assault.medium","DiffRoll3.assault.medium",69,9,60,119,104,15,1.72463768115942,1.73333333333333,1.66666666666667,-2.5,-2.36363636363636,1.05769230769231,0.0243593458594447
"DiffRoll3.assault.high","DiffRoll3.assault.high",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"DiffRoll3.business.process.low","DiffRoll3.business.process.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"DiffRoll3.business.process.medium","DiffRoll3.business.process.medium",69,9,60,108,95,13,1.56521739130435,1.58333333333333,1.44444444444444,-3.25,-2.71428571428571,1.19736842105263,0.0782278000403022
"DiffRoll3.business.process.high","DiffRoll3.business.process.high",69,9,60,82,71,11,1.18840579710145,1.18333333333333,1.22222222222222,-5.5,-6.45454545454545,0.852112676056338,-0.0695029740666064
"DiffRoll3.computer.monitors.low","DiffRoll3.computer.monitors.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.computer.monitors.medium","DiffRoll3.computer.monitors.medium",69,9,60,126,108,18,1.82608695652174,1.8,2,-2,-2.25,0.888888888888889,-0.0511525224473813
"DiffRoll3.computer.monitors.high","DiffRoll3.computer.monitors.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"DiffRoll3.homicide.low","DiffRoll3.homicide.low",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"DiffRoll3.homicide.medium","DiffRoll3.homicide.medium",69,9,60,113,95,18,1.63768115942029,1.58333333333333,2,-2,-2.71428571428571,0.736842105263158,-0.132625565274591
"DiffRoll3.homicide.high","DiffRoll3.homicide.high",69,9,60,85,76,9,1.23188405797101,1.26666666666667,1,0,-4.75,0,0
"DiffRoll3.infiniti.low","DiffRoll3.infiniti.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.infiniti.medium","DiffRoll3.infiniti.medium",69,9,60,125,108,17,1.81159420289855,1.8,1.88888888888889,-2.125,-2.25,0.944444444444444,-0.0248235837250322
"DiffRoll3.infiniti.high","DiffRoll3.infiniti.high",69,9,60,77,67,10,1.11594202898551,1.11666666666667,1.11111111111111,-10,-9.57142857142857,1.04477611940299,0.0190232373134305
"DiffRoll3.kidnapping.low","DiffRoll3.kidnapping.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"DiffRoll3.kidnapping.medium","DiffRoll3.kidnapping.medium",69,9,60,125,107,18,1.81159420289855,1.78333333333333,2,-2,-2.27659574468085,0.878504672897196,-0.056255924085511
"DiffRoll3.kidnapping.high","DiffRoll3.kidnapping.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"DiffRoll3.nuclear.accident.low","DiffRoll3.nuclear.accident.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"DiffRoll3.nuclear.accident.medium","DiffRoll3.nuclear.accident.medium",69,9,60,131,115,16,1.89855072463768,1.91666666666667,1.77777777777778,-2.28571428571429,-2.09090909090909,1.09316770186335,0.0386867917823001
"DiffRoll3.nuclear.accident.high","DiffRoll3.nuclear.accident.high",69,9,60,73,62,11,1.05797101449275,1.03333333333333,1.22222222222222,-5.5,-31,0.17741935483871,-0.750999004340029
"DiffRoll3.portable.computer.low","DiffRoll3.portable.computer.low",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
